Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit ,date,date_order,date_ship,Temps de traitements Commande-Livraison (Jours)
45553,113837,201610,2016,10,26,22:53,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7001,Africa,West Africa,Togo,Puerto Rico,2016,10,30,Standard Class,4,300,0.09,147,26/10/2016,26/10/2016,30/10/2016,4
45555,113841,201504,2015,4,16,18:35,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7439,Africa,West Africa,Togo,USA,2015,4,17,Standard Class,4,120,0.15,147,16/04/2015,16/04/2015,17/04/2015,1
45556,113843,201610,2016,10,26,23:56,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4581,Africa,West Africa,Togo,Puerto Rico,2016,10,28,Standard Class,4,130,0.13,65,26/10/2016,26/10/2016,28/10/2016,2
45558,113851,201602,2016,2,26,22:21,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8401,Africa,West Africa,Togo,Puerto Rico,2016,3,3,Standard Class,4,250,0.09,125,26/02/2016,26/02/2016,03/03/2016,6
45561,113860,201610,2016,10,27,01:41,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7757,Pacific Asia,West Asia,Turkey,Puerto Rico,2016,10,29,Standard Class,4,130,0.06,65,27/10/2016,27/10/2016,29/10/2016,2
45563,113866,201610,2016,10,27,02:23,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10698,Pacific Asia,West Asia,Turkey,USA,2016,10,27,Same Day,3,200,0.09,125,27/10/2016,27/10/2016,27/10/2016,0
45565,113870,201605,2016,5,21,02:26,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8856,Pacific Asia,Eastern Asia,Mongolia,Puerto Rico,2016,5,23,Second Class,2,200,0.13,125,21/05/2016,21/05/2016,23/05/2016,2
45568,113879,201509,2015,9,22,06:17,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6765,Pacific Asia,West Asia,Saudi Arabia,USA,2015,9,24,First Class,1,100,0.06,125,22/09/2015,22/09/2015,24/09/2015,2
45571,113888,201610,2016,10,27,05:12,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,10646,Europe,Eastern Europe,Russia,Puerto Rico,2016,10,29,Standard Class,4,200,0.02,97,27/10/2016,27/10/2016,29/10/2016,2
45575,113897,201509,2015,9,30,09:04,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3519,Africa,East Africa,Kenya,USA,2015,10,2,First Class,1,130,0.01,65,30/09/2015,30/09/2015,02/10/2015,2
45576,113898,201508,2015,8,13,16:51,1,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,623,Africa,East Africa,Kenya,USA,2015,8,18,First Class,1,40,0.09,97,13/08/2015,13/08/2015,18/08/2015,5
45578,113905,201501,2015,1,12,15:34,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6893,Pacific Asia,West Asia,Turkey,Puerto Rico,2015,1,17,First Class,1,250,0.05,125,12/01/2015,12/01/2015,17/01/2015,5
45581,113915,201610,2016,10,27,08:42,4,Outdoors,Golf Gloves,Clicgear 8.0 Shoe Brush,7997,Africa,West Africa,Guinea-Bissau,USA,2016,10,29,Second Class,2,40,0.12,16,27/10/2016,27/10/2016,29/10/2016,2
45583,113923,201503,2015,3,13,13:23,2,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,12221,Europe,Eastern Europe,Russia,Puerto Rico,2015,3,15,Standard Class,4,96,0.03,104,13/03/2015,13/03/2015,15/03/2015,2
45585,113929,201706,2017,6,22,23:05,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2442,Europe,Eastern Europe,Russia,Puerto Rico,2017,6,24,Standard Class,4,100,0.25,245,22/06/2017,22/06/2017,24/06/2017,2
45586,113932,201509,2015,9,9,01:55,3,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,5829,Europe,Eastern Europe,Russia,USA,2015,9,11,Second Class,2,165,0.03,99,09/09/2015,09/09/2015,11/09/2015,2
45588,113942,201610,2016,10,27,11:09,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11816,Europe,Eastern Europe,Russia,USA,2016,10,31,Standard Class,4,100,0.12,125,27/10/2016,27/10/2016,31/10/2016,4
45591,113949,201612,2016,12,11,19:40,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3324,Africa,Central Africa,Democratic Republic of Congo,USA,2016,12,13,Standard Class,4,150,0.1,125,11/12/2016,11/12/2016,13/12/2016,2
45593,113955,201610,2016,10,27,12:54,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6060,Africa,North Africa,Egypt,USA,2017,3,25,Standard Class,4,130,0.15,65,27/10/2016,27/10/2016,25/03/2017,149
45595,113959,201510,2015,10,30,09:44,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,5848,Europe,Eastern Europe,Ukraine,Puerto Rico,2015,11,2,Standard Class,4,200,  -  ,97,30/10/2015,30/10/2015,02/11/2015,3
45596,113963,201610,2016,10,27,13:57,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4830,Europe,Eastern Europe,Ukraine,USA,2016,10,29,Standard Class,4,80,0.13,97,27/10/2016,27/10/2016,29/10/2016,2
45601,113974,201511,2015,11,20,19:20,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5563,Africa,West Africa,Guinea,USA,2015,11,24,Standard Class,4,250,0.04,125,20/11/2015,20/11/2015,24/11/2015,4
45603,113977,201610,2016,10,27,16:24,4,Footwear,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,8156,Africa,West Africa,Guinea,USA,2016,10,31,Standard Class,4,220,0.12,99,27/10/2016,27/10/2016,31/10/2016,4
45606,113987,201610,2016,10,27,17:27,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,1257,Africa,West Africa,Nigeria,Puerto Rico,2016,10,29,First Class,1,200,0.1,125,27/10/2016,27/10/2016,29/10/2016,2
45608,113995,201506,2015,6,11,03:27,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6094,Africa,West Africa,Nigeria,Puerto Rico,2015,6,17,Second Class,2,400,0.05,200,11/06/2015,11/06/2015,17/06/2015,6
45611,114004,201512,2015,12,26,01:04,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8078,Africa,North Africa,Morocco,USA,2015,12,29,Standard Class,4,300,0.01,147,26/12/2015,26/12/2015,29/12/2015,3
45613,114014,201610,2016,10,27,19:54,4,Footwear,Cardio Equipment,Nike Women's Tempo Shorts,8485,Africa,North Africa,Morocco,Puerto Rico,2016,10,31,Standard Class,4,120,0.12,55,27/10/2016,27/10/2016,31/10/2016,4
45615,114017,201610,2016,10,27,20:36,2,Golf,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,1934,Africa,North Africa,Morocco,Puerto Rico,2016,11,2,Standard Class,4,50,0.1,48,27/10/2016,27/10/2016,02/11/2016,6
45616,114018,201610,2016,10,27,20:57,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2453,Africa,North Africa,Morocco,Puerto Rico,2016,10,29,Second Class,2,200,0.04,100,27/10/2016,27/10/2016,29/10/2016,2
45618,114023,201610,2016,10,27,21:40,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7572,Pacific Asia,West Asia,Yemen,Puerto Rico,2016,10,31,Second Class,2,240,0.2,147,27/10/2016,27/10/2016,31/10/2016,4
45623,114027,201610,2016,10,27,23:25,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,11832,Pacific Asia,West Asia,Yemen,USA,2016,10,31,Second Class,2,120,0.09,97,27/10/2016,27/10/2016,31/10/2016,4
45625,114035,201610,2016,10,28,00:07,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,4650,Pacific Asia,Central Asia,Kazakhstan,USA,2016,10,28,Same Day,3,200,0.07,245,28/10/2016,28/10/2016,28/10/2016,0
45626,114037,201610,2016,10,28,00:28,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,9216,Pacific Asia,Central Asia,Kazakhstan,USA,2016,10,28,Same Day,3,300,0.13,150,28/10/2016,28/10/2016,28/10/2016,0
45628,114044,201610,2016,10,28,01:10,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2974,Pacific Asia,Central Asia,Kazakhstan,USA,2016,10,30,First Class,1,100,0.2,245,28/10/2016,28/10/2016,30/10/2016,2
45633,114052,201610,2016,10,28,02:55,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4241,Europe,Eastern Europe,Ukraine,USA,2016,10,30,First Class,1,300,0.09,150,28/10/2016,28/10/2016,30/10/2016,2
45635,114060,201610,2016,10,28,03:37,5,Outdoors,Trade-In,Glove It Imperial Golf Towel,214,Pacific Asia,West Asia,Saudi Arabia,Puerto Rico,2016,11,3,Standard Class,4,80,0.06,28,28/10/2016,28/10/2016,03/11/2016,6
45641,114075,201610,2016,10,28,05:43,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1557,Pacific Asia,West Asia,Turkey,USA,2016,10,30,Standard Class,4,400,0.16,200,28/10/2016,28/10/2016,30/10/2016,2
45643,114080,201610,2016,10,28,06:25,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6699,Pacific Asia,South Asia,Iran,Puerto Rico,2016,11,1,Standard Class,4,50,0.03,125,28/10/2016,28/10/2016,01/11/2016,4
45645,114088,201610,2016,10,28,07:07,3,Outdoors,Golf Gloves,Clicgear Rovic Cooler Bag,10853,Pacific Asia,West Asia,Iraq,USA,2016,11,3,Standard Class,4,120,0.06,87,28/10/2016,28/10/2016,03/11/2016,6
45646,114090,201610,2016,10,28,07:28,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,5339,Pacific Asia,West Asia,Iraq,Puerto Rico,2016,10,30,Standard Class,4,500,0.06,245,28/10/2016,28/10/2016,30/10/2016,2
45648,114097,201603,2016,3,25,09:21,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7405,Pacific Asia,West Asia,Iraq,USA,2016,3,27,Standard Class,4,130,0.12,65,25/03/2016,25/03/2016,27/03/2016,2
45651,114109,201512,2015,12,18,13:41,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4527,Pacific Asia,West Asia,Turkey,USA,2015,12,24,Second Class,2,160,0.07,97,18/12/2015,18/12/2015,24/12/2015,6
45653,114114,201610,2016,10,28,09:55,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,4463,Africa,North Africa,Egypt,USA,2016,11,1,Second Class,2,200,0.16,100,28/10/2016,28/10/2016,01/11/2016,4
45658,114120,201610,2016,10,28,11:40,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2329,Pacific Asia,West Asia,Iraq,USA,2016,11,1,Second Class,2,300,0.02,150,28/10/2016,28/10/2016,01/11/2016,4
45661,114125,201610,2016,10,28,12:43,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,473,Africa,East Africa,Zambia,USA,2016,10,30,Second Class,2,50,0.06,125,28/10/2016,28/10/2016,30/10/2016,2
45665,114140,201610,2016,10,28,14:07,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,3038,Europe,Eastern Europe,Romania,Puerto Rico,2016,11,3,Second Class,2,200,0.18,97,28/10/2016,28/10/2016,03/11/2016,6
45666,114143,201610,2016,10,28,14:29,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,142,Europe,Eastern Europe,Romania,USA,2016,10,30,Second Class,2,250,  -  ,125,28/10/2016,28/10/2016,30/10/2016,2
45668,114147,201601,2016,1,24,08:12,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2985,Pacific Asia,West Asia,Saudi Arabia,USA,2016,1,25,Standard Class,4,130,0.06,65,24/01/2016,24/01/2016,25/01/2016,1
45671,114157,201610,2016,10,28,16:14,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10263,Europe,Eastern Europe,Czech Republic (Czechia),USA,2016,10,30,Standard Class,4,250,0.25,125,28/10/2016,28/10/2016,30/10/2016,2
45675,114165,201702,2017,2,26,02:34,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,9785,Pacific Asia,West Asia,Iraq,Puerto Rico,2017,2,28,Standard Class,4,200,0.09,125,26/02/2017,26/02/2017,28/02/2017,2
45678,114169,201609,2016,9,17,17:31,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7989,Africa,Central Africa,Cameroon,USA,2016,9,19,Standard Class,4,130,0.03,65,17/09/2016,17/09/2016,19/09/2016,2
45681,114178,201610,2016,10,28,19:44,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,5529,Africa,North Africa,Sudan,USA,2016,10,30,First Class,1,300,0.2,245,28/10/2016,28/10/2016,30/10/2016,2
45683,114188,201505,2015,5,8,05:36,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10604,Pacific Asia,West Asia,Iraq,USA,2015,5,8,Second Class,2,130,  -  ,65,08/05/2015,08/05/2015,08/05/2015,0
45686,114192,201609,2016,9,27,11:11,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,1823,Africa,West Africa,Mali,USA,2016,10,30,Standard Class,4,200,0.04,100,27/09/2016,27/09/2016,30/10/2016,33
45688,114196,201511,2015,11,23,15:39,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1330,Africa,West Africa,Nigeria,Puerto Rico,2016,7,14,Standard Class,4,240,0.09,147,23/11/2015,23/11/2015,14/07/2016,234
45691,114200,201611,2016,11,17,12:21,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,6824,Africa,Southern Africa,South Africa,USA,2016,11,23,Standard Class,4,160,0.06,97,17/11/2016,17/11/2016,23/11/2016,6
45693,114207,201610,2016,10,28,23:56,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,12212,Pacific Asia,West Asia,Turkey,USA,2016,11,1,Standard Class,4,500,0.03,245,28/10/2016,28/10/2016,01/11/2016,4
45695,114208,201507,2015,7,27,19:30,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,437,Africa,West Africa,Nigeria,Puerto Rico,2015,7,30,Standard Class,4,250,0.18,125,27/07/2015,27/07/2015,30/07/2015,3
45696,114212,201610,2016,10,29,00:59,1,Outdoors,Golf Apparel,Top Flite Women's 2017 XL Hybrid,3025,Africa,West Africa,Nigeria,USA,2016,10,31,Standard Class,4,20,0.13,47,29/10/2016,29/10/2016,31/10/2016,2
45698,114218,201610,2016,10,29,01:41,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,8010,Pacific Asia,West Asia,Saudi Arabia,USA,2016,11,2,Standard Class,4,200,0.01,100,29/10/2016,29/10/2016,02/11/2016,4
45801,114486,201508,2015,8,24,01:35,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4942,Pacific Asia,West Asia,Saudi Arabia,USA,2015,8,29,Standard Class,4,130,0.04,65,24/08/2015,24/08/2015,29/08/2015,5
45803,114492,201610,2016,10,30,14:28,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,7652,Africa,West Africa,Nigeria,Puerto Rico,2016,11,3,Standard Class,4,100,0.12,125,30/10/2016,30/10/2016,03/11/2016,4
45805,114499,201610,2016,10,1,05:35,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,8604,Pacific Asia,West Asia,Saudi Arabia,USA,2017,1,19,First Class,1,100,0.16,245,01/10/2016,01/10/2016,19/01/2017,110
45806,114500,201701,2017,1,14,03:30,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,12183,Pacific Asia,West Asia,Saudi Arabia,Puerto Rico,2017,1,18,First Class,1,80,0.02,97,14/01/2017,14/01/2017,18/01/2017,4
45808,114505,201610,2016,10,30,16:13,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2676,Pacific Asia,West Asia,Turkey,USA,2016,12,29,Second Class,2,130,0.02,65,30/10/2016,30/10/2016,29/12/2016,60
45813,114518,201610,2016,10,30,17:59,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,425,Pacific Asia,West Asia,Turkey,Puerto Rico,2016,11,3,Standard Class,4,200,0.15,97,30/10/2016,30/10/2016,03/11/2016,4
45816,114524,201507,2015,7,31,10:02,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8730,Europe,Eastern Europe,Russia,USA,2015,8,5,Standard Class,4,250,0.09,125,31/07/2015,31/07/2015,05/08/2015,5
45818,114527,201610,2016,10,30,19:44,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,4931,Pacific Asia,West Asia,Iraq,USA,2016,11,3,Standard Class,4,200,0.09,100,30/10/2016,30/10/2016,03/11/2016,4
45823,114535,201507,2015,7,10,12:20,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1921,Africa,North Africa,Morocco,USA,2015,7,13,Same Day,3,130,0.25,65,10/07/2015,10/07/2015,13/07/2015,3
45825,114539,201610,2016,10,30,22:11,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2233,Africa,West Africa,Nigeria,Puerto Rico,2016,10,31,Same Day,3,200,0.06,100,30/10/2016,30/10/2016,31/10/2016,1
45826,114540,201510,2015,10,27,19:01,3,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7224,Africa,West Africa,Nigeria,USA,2015,10,31,Second Class,2,150,0.1,125,27/10/2015,27/10/2015,31/10/2015,4
45831,114560,201610,2016,10,31,00:17,4,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,12,Africa,West Africa,Nigeria,USA,2016,11,2,Second Class,2,100,0.16,55,31/10/2016,31/10/2016,02/11/2016,2
45833,114564,201610,2016,10,31,00:59,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,10162,Africa,West Africa,Nigeria,USA,2016,11,4,Standard Class,4,200,  -  ,100,31/10/2016,31/10/2016,04/11/2016,4
45835,114569,201610,2016,10,25,11:51,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7244,Africa,West Africa,Senegal,USA,2016,10,26,Standard Class,4,130,0.18,65,25/10/2016,25/10/2016,26/10/2016,1
45838,114573,201610,2016,10,31,02:44,5,Golf,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,4237,Pacific Asia,West Asia,Turkey,USA,2016,11,4,Standard Class,4,150,0.2,71,31/10/2016,31/10/2016,04/11/2016,4
45841,114580,201610,2016,10,31,03:47,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,4413,Africa,Southern Africa,South Africa,USA,2016,11,2,Standard Class,4,150,0.18,125,31/10/2016,31/10/2016,02/11/2016,2
45843,114587,201604,2016,4,15,10:33,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,9578,Pacific Asia,South Asia,Iran,Puerto Rico,2016,4,19,Standard Class,4,160,0.02,97,15/04/2016,15/04/2016,19/04/2016,4
45846,114596,201610,2016,10,31,05:32,3,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5867,Pacific Asia,West Asia,Turkey,USA,2016,11,2,Standard Class,4,150,0.16,125,31/10/2016,31/10/2016,02/11/2016,2
45848,114602,201610,2016,10,31,06:14,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5363,Pacific Asia,West Asia,Turkey,USA,2016,11,4,Standard Class,4,200,0.04,125,31/10/2016,31/10/2016,04/11/2016,4
45851,114609,201611,2016,11,7,05:42,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,12399,Europe,Eastern Europe,Bulgaria,USA,2017,3,7,First Class,1,120,0.16,147,07/11/2016,07/11/2016,07/03/2017,120
45855,114618,201502,2015,2,23,23:55,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,8895,Africa,West Africa,Cote d�Ivoire,USA,2015,3,1,First Class,1,200,0.13,97,23/02/2015,23/02/2015,01/03/2015,6
45856,114623,201610,2016,10,31,09:02,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,7927,Africa,West Africa,Cote d�Ivoire,Puerto Rico,2016,11,2,First Class,1,120,0.13,147,31/10/2016,31/10/2016,02/11/2016,2
45858,114629,201610,2016,10,31,09:44,1,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,6006,Pacific Asia,West Asia,Turkey,USA,2016,11,4,Second Class,2,40,0.18,97,31/10/2016,31/10/2016,04/11/2016,4
45861,114638,201605,2016,5,23,16:06,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2038,Africa,North Africa,Morocco,Puerto Rico,2016,5,26,Second Class,2,200,0.03,125,23/05/2016,23/05/2016,26/05/2016,3
45863,114641,201601,2016,1,13,08:45,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1880,Pacific Asia,Central Asia,Kazakhstan,USA,2016,1,16,Standard Class,4,80,0.01,97,13/01/2016,13/01/2016,16/01/2016,3
45865,114648,201606,2016,6,8,15:43,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4907,Europe,Eastern Europe,Romania,Puerto Rico,2016,6,11,Second Class,2,400,0.01,200,08/06/2016,08/06/2016,11/06/2016,3
45866,114649,201610,2016,10,18,09:14,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4021,Europe,Eastern Europe,Romania,USA,2016,10,20,Second Class,2,200,0.1,125,18/10/2016,18/10/2016,20/10/2016,2
45868,114653,201610,2016,10,31,13:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,598,Pacific Asia,West Asia,Turkey,USA,2016,11,4,Standard Class,4,400,  -  ,200,31/10/2016,31/10/2016,04/11/2016,4
45871,114664,201509,2015,9,3,18:24,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11344,Europe,Eastern Europe,Poland,Puerto Rico,2015,9,5,Second Class,2,400,0.2,200,03/09/2015,03/09/2015,05/09/2015,2
45873,114675,201610,2016,10,31,15:00,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3091,Europe,Eastern Europe,Poland,Puerto Rico,2017,2,3,First Class,1,250,0.06,125,31/10/2016,31/10/2016,03/02/2017,95
45875,114679,201610,2016,10,31,15:42,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,1157,North America,Canada,Canada,USA,2016,11,6,Standard Class,4,300,0.17,150,31/10/2016,31/10/2016,06/11/2016,6
45876,114680,201502,2015,2,9,04:40,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9613,North America,Canada,Canada,USA,2015,2,11,Second Class,2,130,0.18,65,09/02/2015,09/02/2015,11/02/2015,2
45878,114687,201706,2017,6,9,08:12,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,7354,North America,Canada,Canada,USA,2017,6,13,Standard Class,4,200,0.07,100,09/06/2017,09/06/2017,13/06/2017,4
45881,114690,201608,2016,8,25,03:21,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,805,Africa,North Africa,Egypt,USA,2016,8,31,Standard Class,4,240,0.07,147,25/08/2016,25/08/2016,31/08/2016,6
45883,114697,201610,2016,10,31,18:30,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,8284,North America,Canada,Canada,Puerto Rico,2016,11,1,Same Day,3,200,0.04,100,31/10/2016,31/10/2016,01/11/2016,1
45885,114700,201509,2015,9,25,13:06,1,Footwear,Electronics,Under Armour Women's Ignite Slide,1103,Pacific Asia,West Asia,Saudi Arabia,USA,2015,9,27,Same Day,3,32,0.15,75,25/09/2015,25/09/2015,27/09/2015,2
45893,114710,201610,2016,10,31,22:00,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,1597,Africa,East Africa,Tanzania,USA,2016,11,4,Second Class,2,200,0.03,100,31/10/2016,31/10/2016,04/11/2016,4
45895,114713,201501,2015,1,23,16:05,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1651,Africa,North Africa,Morocco,Puerto Rico,2015,1,28,Standard Class,4,50,0.25,125,23/01/2015,23/01/2015,28/01/2015,5
45896,114718,201610,2016,10,31,23:03,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,345,Africa,North Africa,Morocco,USA,2016,10,31,Standard Class,4,100,0.12,125,31/10/2016,31/10/2016,31/10/2016,0
45901,114727,201611,2016,11,1,00:48,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,11718,Europe,Eastern Europe,Poland,USA,2016,11,3,First Class,1,200,0.01,100,01/11/2016,01/11/2016,03/11/2016,2
45903,114735,201611,2016,11,1,01:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,511,Africa,West Africa,Nigeria,Puerto Rico,2016,11,5,Second Class,2,400,0.12,200,01/11/2016,01/11/2016,05/11/2016,4
45905,114739,201611,2016,11,1,02:12,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,12125,Europe,Eastern Europe,Belarus,USA,2017,4,13,Standard Class,4,50,0.2,125,01/11/2016,01/11/2016,13/04/2017,163
45906,114741,201512,2015,12,27,18:03,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2985,Europe,Eastern Europe,Belarus,USA,2016,1,1,Standard Class,4,130,0.15,65,27/12/2015,27/12/2015,01/01/2016,5
45908,114745,201611,2016,11,1,03:16,1,Outdoors,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,4039,Europe,Eastern Europe,Belarus,USA,2016,11,5,Second Class,2,18,0.17,42,01/11/2016,01/11/2016,05/11/2016,4
45911,114748,201611,2016,11,1,04:19,2,Outdoors,Electronics,Titleist Pro V1x High Numbers Golf Balls,6262,Europe,Eastern Europe,Poland,Puerto Rico,2016,11,3,Standard Class,4,96,0.01,104,01/11/2016,01/11/2016,03/11/2016,2
45913,114755,201601,2016,1,9,08:24,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10486,Europe,Eastern Europe,Poland,USA,2016,1,12,Standard Class,4,130,0.12,65,09/01/2016,09/01/2016,12/01/2016,3
45915,114758,201703,2017,3,13,02:01,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,12302,Europe,Eastern Europe,Poland,USA,2017,3,15,Standard Class,4,200,0.12,97,13/03/2017,13/03/2017,15/03/2017,2
45916,114759,201611,2016,11,1,06:04,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10381,Africa,West Africa,Togo,USA,2017,4,20,Standard Class,4,100,0.03,125,01/11/2016,01/11/2016,20/04/2017,170
45926,114774,201611,2016,11,1,09:34,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4074,Africa,Central Africa,Democratic Republic of Congo,USA,2016,11,3,Standard Class,4,250,0.04,125,01/11/2016,01/11/2016,03/11/2016,2
